2021-04-30 05:32:07.627 IDT [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2021-04-30 05:32:18.992 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:19.582 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@67f89fa3 * java.awt.Polygon@299a06ac = 0.046257972587868096
2021-04-30 05:32:19.582 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:19.582 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:19.582 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:19.582 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@67f89fa3 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@4ac68d3e
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:19.583 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:20.288 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@11028347
2021-04-30 05:32:20.288 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@14899482
2021-04-30 05:32:20.288 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@21588809
2021-04-30 05:32:20.288 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:21.025 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@4ac68d3e * java.awt.Polygon@2f333739 = 0.05775648438790682
2021-04-30 05:32:21.025 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:21.589 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@4ac68d3e * java.awt.Polygon@12bb4df8 = 0.8130682887063397
2021-04-30 05:32:21.590 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:21.590 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@61064425
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:21.591 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@136432db
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@4ac68d3e with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@277c0f21
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:21.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:22.279 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@277c0f21 * java.awt.Polygon@707f7052 = 0.8786943096603441
2021-04-30 05:32:22.279 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:22.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:22.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@21588809
2021-04-30 05:32:22.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:22.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:22.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:22.878 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@277c0f21 * java.awt.Polygon@12bb4df8 = 0.009011405579755927
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:22.879 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:23.854 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@277c0f21 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@6073f712
2021-04-30 05:32:23.855 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:23.856 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:23.856 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:24.592 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@6073f712 * java.awt.Polygon@707f7052 = 0.03939523649371694
2021-04-30 05:32:24.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:24.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:24.592 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@21588809
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:24.593 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:24.594 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:25.516 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@6073f712 * java.awt.Polygon@7b1d7fff = 0.7884172777391212
2021-04-30 05:32:25.516 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6073f712 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@43556938
2021-04-30 05:32:25.517 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:26.738 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@43556938 * java.awt.Polygon@2a33fae0 = 0.022863273694390715
2021-04-30 05:32:26.738 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:26.738 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:26.738 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:26.738 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:26.960 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@43556938 * java.awt.Polygon@21588809 = 0.002587077233720343
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:26.961 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:26.962 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:26.962 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:26.962 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:26.962 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:27.903 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@43556938 * java.awt.Polygon@7b1d7fff = 0.0624257219028041
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:27.904 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@43556938 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:27.905 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@3d04a311
2021-04-30 05:32:27.905 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:29.150 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3d04a311 * java.awt.Polygon@2a33fae0 = 0.747647245426668
2021-04-30 05:32:29.151 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:29.151 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:29.151 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:29.151 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:29.387 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:29.387 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:29.387 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:29.388 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:29.389 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:30.370 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:31.996 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3d04a311 * java.awt.Polygon@383534aa = 0.019141121627348497
2021-04-30 05:32:31.996 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:31.996 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3d04a311 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@7a46a697
2021-04-30 05:32:31.997 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@7a46a697 * java.awt.Polygon@2a33fae0 = 0.06368240213056617
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@21588809
2021-04-30 05:32:33.275 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:33.276 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:33.955 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@7a46a697 * java.awt.Polygon@77468bd9 = 0.0016750174784432533
2021-04-30 05:32:33.955 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:33.955 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@61064425
